,total_epoch,train_loss_store,acc,f1
57,57.0,0.5215310454368591,0.733625,0.7029137041684093
58,58.0,0.542421817779541,0.72475,0.7587113740959895
59,59.0,0.5600155591964722,0.7005,0.6394823954258201
60,60.0,0.525698184967041,0.730125,0.7186237456014597
61,61.0,0.5369951128959656,0.723625,0.7573795676506091
62,62.0,0.5172847509384155,0.732,0.7486518171160609
63,63.0,0.5174887776374817,0.733625,0.6931605471562277
64,64.0,0.5066180229187012,0.738875,0.7085251848751221
65,65.0,0.512141227722168,0.73525,0.743955512572534
66,66.0,0.4889456629753113,0.745375,0.7353514356242692
67,67.0,0.49088120460510254,0.743625,0.7305924077236307
68,68.0,0.4938991665840149,0.73875,0.7552693208430913
69,69.0,0.490509957075119,0.73875,0.759327498848457
70,70.0,0.48197340965270996,0.745,0.7316495659037097
71,71.0,0.4791938364505768,0.748375,0.7432070417145042
72,72.0,0.4825584888458252,0.74325,0.7471688823239784
73,73.0,0.48375216126441956,0.743625,0.7121403508771931
74,74.0,0.49039915204048157,0.73125,0.7665073848827106
75,75.0,0.4742150604724884,0.746625,0.7468465093043587
76,76.0,0.48063793778419495,0.743625,0.7154155681975856
77,77.0,0.46738043427467346,0.74675,0.750738188976378
78,78.0,0.4757184386253357,0.743625,0.7626432125911352
79,79.0,0.46723949909210205,0.7505,0.7448875255623723
80,80.0,0.4735356867313385,0.746875,0.7176913425345043
81,81.0,0.4641456604003906,0.751375,0.739284309870232
82,82.0,0.4652930200099945,0.748375,0.7606705504696232
83,83.0,0.4621538519859314,0.75125,0.7622461170848267
84,84.0,0.46043914556503296,0.753625,0.7443248151511221
85,85.0,0.4614110589027405,0.75225,0.7359445776711964
86,86.0,0.4557582139968872,0.759625,0.7613255554176492
87,87.0,0.4571239650249481,0.757625,0.7702878805828693
88,88.0,0.45227164030075073,0.760625,0.755146400716021
89,89.0,0.4552791118621826,0.755625,0.7352742044685172
90,90.0,0.45005375146865845,0.762375,0.7638215927444403
91,91.0,0.4499700367450714,0.762625,0.7714526417138042
92,92.0,0.44857174158096313,0.761,0.7505219206680583
93,93.0,0.44573694467544556,0.7635,0.75904228222109
94,94.0,0.4466363489627838,0.763875,0.7742860556816825
95,95.0,0.4428369402885437,0.763125,0.7550096961861668
96,96.0,0.44217148423194885,0.76325,0.7527415143603133
97,97.0,0.4432835280895233,0.76325,0.7746847489888175
98,98.0,0.43982982635498047,0.765,0.7551445688981505
99,99.0,0.4370896816253662,0.76875,0.7726714180388301
