,total_epoch,train_loss_store,acc,f1
0,0.0,0.6984500885009766,0.5065,0.14434330299089726
1,1.0,0.7463082671165466,0.504375,0.6686167989970748
2,2.0,0.6827690601348877,0.553125,0.6631489682464902
3,3.0,0.6827197670936584,0.55775,0.33270463975858167
4,4.0,0.6808784008026123,0.55925,0.3453397697734868
5,5.0,0.668454647064209,0.58525,0.5527096252359126
6,6.0,0.669305682182312,0.57925,0.6484962406015038
7,7.0,0.6667440533638,0.584625,0.6516406331900618
8,8.0,0.6576529145240784,0.597125,0.6191657804561032
9,9.0,0.6565767526626587,0.600875,0.5729570683429183
10,10.0,0.6556332111358643,0.60275,0.5541526374859709
11,11.0,0.6486963629722595,0.609125,0.5721712956628814
12,12.0,0.6423439979553223,0.62125,0.6173276079818136
13,13.0,0.6389201879501343,0.6245,0.6497201492537313
14,14.0,0.6279662251472473,0.644625,0.6661970177292474
15,15.0,0.6116077303886414,0.65075,0.6038003403289847
16,16.0,0.6030479669570923,0.6745,0.7215568862275449
17,17.0,0.6429442763328552,0.62275,0.47237762237762243
18,18.0,0.5788421034812927,0.700375,0.7151515151515152
19,19.0,0.6063978672027588,0.673875,0.7263765076035658
20,20.0,0.5983715057373047,0.68225,0.7200440528634362
21,21.0,0.5865697264671326,0.693625,0.696169579769431
22,22.0,0.5860102772712708,0.692,0.6561540608428691
23,23.0,0.5772624015808105,0.696375,0.6487346348517715
24,24.0,0.5526666045188904,0.720125,0.706206534575515
25,25.0,0.5745688080787659,0.69875,0.7261363636363637
26,26.0,0.5461791157722473,0.7165,0.7059128630705394
27,27.0,0.5486328601837158,0.71725,0.68005657708628
28,28.0,0.5383585095405579,0.72625,0.7113103084629581
29,29.0,0.5390592217445374,0.72975,0.7456470588235294
30,30.0,0.5383075475692749,0.724625,0.7481997942622014
31,31.0,0.5245619416236877,0.7335,0.7403799318071116
32,32.0,0.5227074027061462,0.728875,0.7116841685497808
33,33.0,0.514446496963501,0.731875,0.7175029632556301
34,34.0,0.5097514390945435,0.735125,0.7477080604833909
35,35.0,0.5068771839141846,0.73425,0.7492924528301886
36,36.0,0.500223696231842,0.73725,0.7231296101159115
37,37.0,0.49462199211120605,0.739125,0.7291369240752759
38,38.0,0.49310827255249023,0.736375,0.7558179923584578
39,39.0,0.48752856254577637,0.740625,0.7551044494275936
40,40.0,0.48692193627357483,0.7405,0.7287692709694279
41,41.0,0.47960683703422546,0.7435,0.74110522331567
42,42.0,0.48042795062065125,0.74625,0.7554806070826308
43,43.0,0.4747198820114136,0.74825,0.7427841634738187
44,44.0,0.47457465529441833,0.746625,0.7287568580222133
45,45.0,0.4701842665672302,0.74975,0.7505606777971592
46,46.0,0.46674999594688416,0.7525,0.7513187641296156
47,47.0,0.46593305468559265,0.751125,0.7489597780859917
48,48.0,0.4625074565410614,0.75325,0.7582067613914748
49,49.0,0.4580502212047577,0.755625,0.76056338028169
50,50.0,0.4556957185268402,0.75725,0.7501929508618472
51,51.0,0.4546637237071991,0.75875,0.7642316149523578
52,52.0,0.4543773829936981,0.76075,0.748091603053435
53,53.0,0.4576389193534851,0.75975,0.7819378261856138
54,54.0,0.44813716411590576,0.764125,0.7582319026265214
55,55.0,0.44628581404685974,0.763,0.755984555984556
56,56.0,0.44516196846961975,0.7655,0.7793979303857009
57,57.0,0.43806275725364685,0.767,0.7669417354338585
58,58.0,0.438781201839447,0.76825,0.7522715125601284
59,59.0,0.44361189007759094,0.76725,0.7848393806332331
60,60.0,0.4382460415363312,0.768625,0.7481975241463746
