,total_epoch,train_loss_store,acc,f1
0,0.0,0.6947460770606995,0.499625,0.6651610204935173
1,1.0,0.7471352815628052,0.5,0.0
2,2.0,0.6812206506729126,0.574,0.6061026352288488
3,3.0,0.692080020904541,0.55875,0.6689797449362341
4,4.0,0.687225341796875,0.557375,0.6676677616142656
5,5.0,0.6780445575714111,0.58225,0.6488758142466905
6,6.0,0.6802480220794678,0.553625,0.3395598298501942
7,7.0,0.6796187162399292,0.5515,0.3089368258859784
8,8.0,0.6719133257865906,0.58425,0.5011997600479904
9,9.0,0.6658381819725037,0.599625,0.6119927316777711
10,10.0,0.6644127368927002,0.592,0.6420267602544418
11,11.0,0.6647288799285889,0.5965,0.6473672711383002
12,12.0,0.6627445816993713,0.593375,0.6346996069623807
13,13.0,0.6575822830200195,0.597875,0.6171605379031297
14,14.0,0.6541868448257446,0.6015,0.5944020356234097
15,15.0,0.6529440879821777,0.598375,0.5653997024212092
16,16.0,0.6496849656105042,0.602,0.5637160865990682
17,17.0,0.6438390612602234,0.610625,0.5933951181307924
18,18.0,0.6392062902450562,0.6175,0.6280087527352298
19,19.0,0.636802613735199,0.6225,0.6455399061032864
20,20.0,0.6320878267288208,0.6245,0.634193862640039
21,21.0,0.627045750617981,0.638,0.6162205141796978
22,22.0,0.6163653135299683,0.650375,0.6238063214525891
23,23.0,0.6062880158424377,0.66025,0.6919764279238441
24,24.0,0.677784264087677,0.595625,0.36481445120753975
25,25.0,0.5847080945968628,0.687875,0.6825174825174826
26,26.0,0.6591228246688843,0.63,0.714671293618662
27,27.0,0.6005041599273682,0.671875,0.7017384388137711
28,28.0,0.6068134307861328,0.66825,0.6456608811749
29,29.0,0.6203455924987793,0.649625,0.5939446617412719
30,30.0,0.6223019361495972,0.648375,0.5953100273341965
31,31.0,0.6170036792755127,0.65325,0.6252364225884897
32,32.0,0.6134039759635925,0.6525,0.6547441629408842
33,33.0,0.6127364635467529,0.655375,0.6790827610289838
34,34.0,0.6095337271690369,0.6575,0.6878560036454774
35,35.0,0.6016097664833069,0.6685,0.6912689173457508
36,36.0,0.59110027551651,0.683875,0.6898835070508891
37,37.0,0.5783742666244507,0.6925,0.6813471502590673
38,38.0,0.5588991641998291,0.70925,0.6946705171961145
39,39.0,0.5425919890403748,0.71825,0.7164066431806744
40,40.0,0.5718493461608887,0.699375,0.6965299684542586
41,41.0,0.5707738995552063,0.701875,0.6205250596658711
42,42.0,0.5371080040931702,0.72425,0.694290465631929
43,43.0,0.539887011051178,0.7195,0.7398562485508926
44,44.0,0.5501330494880676,0.7095,0.7456217162872154
45,45.0,0.5342536568641663,0.713875,0.7371080739634778
46,46.0,0.525480329990387,0.726,0.7195496417604913
47,47.0,0.5271058082580566,0.725625,0.6934785644463065
48,48.0,0.5135364532470703,0.73025,0.7025909592061742
49,49.0,0.5040440559387207,0.728125,0.7276142767689417
50,50.0,0.5142123699188232,0.725375,0.7403993855606759
51,51.0,0.49757951498031616,0.73425,0.7279938587512794
52,52.0,0.5065978169441223,0.733125,0.7163544572870998
53,53.0,0.4990077316761017,0.73375,0.7305843663040729
